track_name,artists,track_genre,popularity,danceability,energy,valence,tempo,popularity_tier,energy_category
If You're Happy and You Know It,LooLoo Kids,children,38,0.777,0.873,0.967,147.989,Medium,High Energy
Fruit Salad,The Wiggles,children,56,0.866,0.615,0.931,119.515,Medium,Medium Energy
Take Me Out to the Ball Game,CoComelon,children,40,0.807,0.335,0.961,179.907,Medium,Medium Energy
5 Little Ducks,The Learning Station,children,50,0.92,0.338,0.823,136.01,Medium,Medium Energy
Old MacDonald Had a Farm,Super Simple Songs,children,57,0.884,0.445,0.93,96.022,Medium,Medium Energy
"Head, Shoulders, Knees & Toes (Exercise Song for Kids)",ChuChu TV,children,35,0.93,0.617,0.401,109.993,Medium,Medium Energy
Mary Had A Little Lamb,Mellodees,children,42,0.602,0.901,0.763,179.041,Medium,High Energy
Baadal Raja,WowKidz,children,23,0.806,0.423,0.897,180.011,Low,Medium Energy
Alice the Camel,CoComelon,children,44,0.869,0.354,0.849,156.038,Medium,Medium Energy
Time for Sleep,The Wiggles,children,34,0.674,0.465,0.351,102.29,Medium,Medium Energy
I Love You You Love Me,Apoorva Sreejith;Anjolie Anna Eapen;Atul Thomas Joy,children,42,0.809,0.113,0.587,90.123,Medium,Low Energy
Dhobi Aaya,WowKidz,children,22,0.95,0.412,0.496,119.947,Low,Medium Energy
Baby Shark,Bounce Patrol,children,48,0.891,0.788,0.814,116.031,Medium,High Energy
Ring Around the Rosie - 2014 Version,The Kiboomers,children,53,0.873,0.487,0.772,135.018,Medium,Medium Energy
Lala Ji Ne Kela Khaya,WowKidz,children,23,0.918,0.475,0.696,90.006,Low,Medium Energy
Jingle Bells,Love to Sing,children,35,0.723,0.524,0.97,208.284,Medium,Medium Energy
Puppy Dog Pals Main Title Theme,"""Puppy Dog Pals"" Cast",children,60,0.781,0.936,0.873,182.148,Medium,High Energy
Aao Bhai Aao Kyon Bhai Kyon,WowKidz,children,23,0.897,0.498,0.247,140.132,Low,Medium Energy
Once I Caught a Fish Alive,Belle and the Nursery Rhymes Band,children,47,0.884,0.323,0.142,98.05,Medium,Low Energy
Aanai Aanai Alagar Aanai Elephant Song,ChuChu TV,children,24,0.583,0.358,0.781,157.717,Low,Medium Energy
Pumpkin Carving,CoComelon,children,42,0.862,0.502,0.968,110.047,Medium,Medium Energy
"Head, Shoulders, Knees and Toes",Mother Goose Club,children,57,0.793,0.61,0.902,118.309,Medium,Medium Energy
Apple Baking,CoComelon,children,42,0.76,0.421,0.972,130.031,Medium,Medium Energy
Hey Diddle Diddle,The Wiggles,children,34,0.441,0.478,0.303,177.085,Medium,Medium Energy
Jesus Loves Me (Traditional Mix),Listener Kids,children,53,0.651,0.162,0.212,97.794,Medium,Low Energy
One Two Buckle my shoe,Children's Music,children,44,0.777,0.242,0.817,80.007,Medium,Low Energy
Dance,Teeny Tiny Stevies,children,33,0.766,0.714,0.873,112.968,Low,High Energy
Memories,One Voice Children's Choir,children,47,0.577,0.295,0.588,181.843,Medium,Low Energy
Les dinosaures,Caillou,children,33,0.707,0.59,0.841,185.773,Low,Medium Energy
Ponies,The Wiggles,children,33,0.787,0.714,0.408,129.758,Low,High Energy
Hurry Hurry Drive The Fire Truck,The Montreal Children's Workshop,children,53,0.588,0.493,0.769,138.227,Medium,Medium Energy
Jai appris à nager!,Caillou,children,33,0.907,0.403,0.921,142.062,Low,Medium Energy
Doe de Kanga,Kinderen voor Kinderen,children,34,0.726,0.918,0.881,130.044,Medium,High Energy
Watermelon Meow Meow,Imagination Movers,children,8,0.681,0.865,0.601,149.615,Low,High Energy
Was Spaß macht ist verboten,Rolf Zuckowski,children,34,0.611,0.756,0.852,171.426,Medium,High Energy
El Conejo Turista,Cri-Cri,children,34,0.633,0.295,0.729,127.363,Medium,Low Energy
Lachen Is Gezond,Kinderen voor Kinderen,children,33,0.602,0.622,0.71,136.924,Low,Medium Energy
Pim Pom,Tatiana,children,34,0.807,0.884,0.577,121.739,Medium,High Energy
Peligro En El Elevador,Tatiana,children,35,0.65,0.849,0.873,115.634,Medium,High Energy
El Calentamiento,Tatiana,children,34,0.858,0.826,0.855,109.706,Medium,High Energy
Ben 10 - Theme Song,Kids Superstars,children,33,0.738,0.799,0.882,142.094,Low,High Energy
Once I Caught a Fish Alive,Super Simple Songs,children,53,0.595,0.47,0.951,184.214,Medium,Medium Energy
Jungle Boogie,Pinkfong,children,55,0.859,0.79,0.843,155.095,Medium,High Energy
Dance Monkey,Kidz Bop Kids,children,48,0.81,0.681,0.48,98.203,Medium,High Energy
Beddy-Bye Butterfly,Super Simple Songs,children,53,0.618,0.174,0.468,76.222,Medium,Low Energy
Catboy,PJ Masks,children,51,0.576,0.835,0.637,169.842,Medium,High Energy
Baby Beluga,Mark Brymer,children,54,0.618,0.287,0.908,139.559,Medium,Low Energy
The More We Get Together,Super Simple Songs,children,53,0.699,0.232,0.88,152.083,Medium,Low Energy
ABC Song,Tinyschool,children,36,0.575,0.731,0.433,123.998,Medium,High Energy
This Old Man,All 4 Kids,children,53,0.85,0.071,0.601,94.428,Medium,Low Energy
Finger Family,Finger Family,children,41,0.836,0.386,0.559,109.99,Medium,Medium Energy
Hush Little Baby,The Kiboomers,children,52,0.233,0.0549,0.138,140.063,Medium,Low Energy
Billi Mausi,WowKidz,children,22,0.949,0.558,0.85,99.994,Low,Medium Energy
Down By The Bay,Raffi,children,61,0.562,0.144,0.869,204.418,Medium,Low Energy
Baa Baa Black Sheep,Tinyschool,children,43,0.695,0.514,0.821,112.797,Medium,Medium Energy
Billi Gayi Dilli,WowKidz,children,22,0.929,0.408,0.802,110.112,Low,Medium Energy
Baby Bumblebee,The Kiboomers,children,45,0.937,0.299,0.788,104.089,Medium,Low Energy
Chal Mere Ghode,WowKidz,children,22,0.948,0.441,0.839,100.142,Low,Medium Energy
Hair,The Minions,children,53,0.425,0.495,0.574,138.339,Medium,Medium Energy
Barish Girati Ghas Pe,WowKidz,children,22,0.897,0.274,0.965,149.972,Low,Low Energy
If You’re Happy and You Know It,Dave and Ava,children,42,0.895,0.451,0.882,120.019,Medium,Medium Energy
Do Your Ears Hang Low,Mogul Music Inc.,children,45,0.812,0.596,0.619,136.068,Medium,Medium Energy
Glorious,One Voice Children's Choir,children,42,0.424,0.259,0.269,81.706,Medium,Low Energy
Hush Little Baby,Super Simple Songs,children,46,0.482,0.103,0.438,112.137,Medium,Low Energy
Skip to My Lou,Belle and the Nursery Rhymes Band,children,48,0.782,0.482,0.502,99.965,Medium,Medium Energy
Il pleut..,Caillou,children,33,0.901,0.253,0.872,126.238,Low,Low Energy
Hokey Pokey,Play School,children,53,0.76,0.394,0.959,129.866,Medium,Medium Energy
"Wibble, Wobble",Judi Cranston,children,48,0.637,0.528,0.962,100.659,Medium,Medium Energy
Five Little Monkeys Numbers Song,ChuChu TV,children,28,0.834,0.455,0.696,180.064,Low,Medium Energy
Rodolfo el Reno,Tatiana,children,34,0.627,0.762,0.898,82.447,Medium,High Energy
John Jacob Jingleheimer Schmidt,CoComelon,children,50,0.917,0.714,0.969,119.946,Medium,High Energy
Walking in the City,Play School,children,33,0.612,0.526,0.727,88.578,Low,Medium Energy
Romp Bomp a Stomp,The Wiggles,children,32,0.687,0.91,0.98,153.223,Low,High Energy
El Chocolate,José-Luis Orozco,children,33,0.868,0.195,0.839,128.514,Low,Low Energy
El Reloj,Cri-Cri,children,34,0.54,0.236,0.414,122.297,Medium,Low Energy
Witzy Witzy Araña,Tatiana,children,34,0.817,0.705,0.809,124.051,Medium,High Energy
Candy Girl,Kidz Bop Kids,children,34,0.728,0.916,0.805,104.033,Medium,High Energy
Ich bin stark,Rolf Zuckowski,children,33,0.94,0.71,0.968,125.611,Low,High Energy
Lentekriebels,Kinderen voor Kinderen,children,32,0.696,0.665,0.455,96.015,Low,High Energy
A Nightmare On My Street,Kidz Bop Kids,children,34,0.675,0.897,0.653,170.415,Medium,High Energy
Little Shop Of Horrors,Kidz Bop Kids,children,34,0.618,0.851,0.884,156.129,Medium,High Energy
El Ropero - (Remasterizado),Cri-Cri,children,33,0.587,0.202,0.374,119.544,Low,Low Energy
Metete Tete,Cri-Cri,children,34,0.632,0.21,0.49,87.801,Medium,Low Energy
Fiesta De Los Zapatos - Remasterizado,Cri-Cri,children,33,0.68,0.356,0.772,82.551,Low,Medium Energy
Sieh nur die Sterne,Rolf Zuckowski,children,33,0.456,0.209,0.197,66.617,Low,Low Energy
Bewegen is gezond,Kinderen voor Kinderen,children,32,0.612,0.907,0.948,134.99,Low,High Energy
No Woman No Cry,Sweet Little Band,children,33,0.6,0.185,0.344,155.912,Low,Low Energy
Baby T-Rex,Pinkfong,children,54,0.733,0.953,0.689,109.955,Medium,High Energy
Baa Baa Black Sheep,ChuChu TV,children,24,0.875,0.952,0.946,120.026,Low,High Energy
Baby Shark,LooLoo Kids,children,35,0.889,0.973,0.536,120.067,Medium,High Energy
Yes Yes Playground Song,CoComelon,children,45,0.922,0.264,0.781,99.969,Medium,Low Energy
Dinosaur Song,CoComelon,children,51,0.899,0.369,0.811,130.042,Medium,Medium Energy
Choti Si Munni,WowKidz,children,21,0.978,0.305,0.851,115.03,Low,Low Energy
我的朋友在那裡,風格童星組合,children,42,0.815,0.389,0.808,76.888,Medium,Medium Energy
Chandaa Mama Aao Na,WowKidz,children,21,0.767,0.463,0.799,200.405,Low,Medium Energy
Mulberry Bush,Mother Goose Club,children,44,0.847,0.285,0.931,109.706,Medium,Low Energy
Abc Song,Mother Goose Club,children,54,0.788,0.671,0.82,139.813,Medium,High Energy
Watermelon,Justine Clarke,children,42,0.685,0.508,0.863,134.972,Medium,Medium Energy
Hey Hey Owlette,PJ Masks,children,52,0.684,0.624,0.967,134.988,Medium,Medium Energy
Akkad Bakkad,WowKidz,children,22,0.961,0.456,0.968,104.965,Low,Medium Energy
Chandamama Gol Gol,WowKidz,children,21,0.854,0.434,0.709,60.02,Low,Medium Energy
Lavender's Blue,The Kiboomers,children,40,0.716,0.24,0.616,109.963,Medium,Low Energy
Count Your Blessings,St. John's Children's Choir,children,21,0.86,0.453,0.917,119.926,Low,Medium Energy
"Twinkle, Twinkle, Little Star",Smart Books,children,46,0.488,0.312,0.267,174.115,Medium,Low Energy
Down At the Station Early in the Morning,Summersongs,children,49,0.906,0.235,0.708,113.969,Medium,Low Energy
Teddy Bear Teddy Bear,The Kiboomers,children,37,0.925,0.395,0.962,100.005,Medium,Medium Energy
Days of the Week,The Singing Walrus,children,49,0.956,0.529,0.802,129.925,Medium,Medium Energy
Big Red Car,The Wiggles,children,31,0.767,0.904,0.962,124.714,Low,High Energy
Happy and You Know It,Pancake Manor,children,54,0.553,0.572,0.66,164.046,Medium,Medium Energy
The Halloween Dinosaur,CoComelon,children,42,0.862,0.464,0.964,89.986,Medium,Medium Energy
Mambalamam Mambalam Mango Song,ChuChu TV,children,22,0.703,0.485,0.905,79.575,Low,Medium Energy
Beverly Hills - Redo Version,Kidz Bop Kids,children,32,0.443,0.628,0.918,176.392,Low,Medium Energy
When You're Tired and Feel Sleepy,The Wiggles,children,31,0.612,0.444,0.43,120.371,Low,Medium Energy
Itsy Blue,The Wiggles,children,32,0.655,0.668,0.843,117.248,Low,High Energy
Caillou au zoo,Caillou,children,32,0.739,0.277,0.485,107.476,Low,Low Energy
Walking Walking,Super Simple Songs,children,54,0.821,0.442,0.52,147.092,Medium,Medium Energy
Ich bau mir eine Höhle,Rolf Zuckowski,children,32,0.704,0.227,0.469,106.779,Low,Low Energy
"Iko Iko - From ""Alvin And The Chipmunks: The Road Chip"" Soundtrack",Alvin & The Chipmunks,children,48,0.751,0.867,0.962,169.933,Medium,High Energy
Teeny Tiny Spider,The Beanies,children,32,0.577,0.448,0.465,207.818,Low,Medium Energy
I Got You,Teeny Tiny Stevies,children,32,0.756,0.634,0.717,139.963,Low,Medium Energy
Thunder and Lightning - 2013 Version,The Kiboomers,children,33,0.75,0.939,0.443,115.061,Low,High Energy
The Full Moon Melody,The Wiggles,children,32,0.552,0.664,0.796,133.949,Low,High Energy
"Schneeflöckchen, Weissröckchen",Rolf Zuckowski,children,33,0.731,0.256,0.809,110.081,Low,Low Energy
Politik,Sweet Little Band,children,33,0.502,0.205,0.203,84.982,Low,Low Energy
And I Love Her,Sweet Little Band,children,32,0.708,0.258,0.364,113.01,Low,Low Energy
The Adventures of Barry & Taane!,Anika Moa,children,33,0.642,0.282,0.403,113.567,Low,Low Energy
Bombón I - Remasterizado,Cri-Cri,children,33,0.569,0.123,0.31,80.597,Low,Low Energy
Chonita,Cri-Cri,children,33,0.491,0.166,0.675,71.278,Low,Low Energy
Solfeo de los Patos,Cri-Cri,children,33,0.613,0.425,0.491,128.266,Low,Medium Energy
Ding-Dong! The Witch Is Dead,Kidz Bop Kids,children,33,0.575,0.974,0.756,124.056,Low,High Energy
Rock & Roll Preschool,The Wiggles;Lou Diamond Phillips,children,31,0.682,0.555,0.705,132.106,Low,Medium Energy
I Shot The Sheriff,Sweet Little Band,children,32,0.616,0.227,0.609,95.973,Low,Low Energy
Dierenfreak,Kinderen voor Kinderen,children,31,0.664,0.822,0.803,94.905,Low,High Energy
Hush Little Baby,Kidsongs,children,22,0.597,0.0379,0.518,105.541,Low,Low Energy
Peekaboo,Super Simple Songs,children,53,0.836,0.29,0.922,135.113,Medium,Low Energy
Brahms' Lullaby,All 4 Kids,children,20,0.402,0.0353,0.172,80.51,Low,Low Energy
Ten Little Dinos,CoComelon,children,39,0.845,0.356,0.905,104.996,Medium,Medium Energy
Tayo the Little Bus Opening,Tayo the Little Bus,children,47,0.727,0.363,0.975,97.616,Medium,Medium Energy
Hush Little Baby,Dave and Ava,children,37,0.62,0.255,0.25,91.988,Medium,Low Energy
Humpty Dumpty,Super Simple Songs,children,54,0.73,0.295,0.961,114.002,Medium,Low Energy
Do Your Ears Hang Low?,Kidsongs,children,41,0.8,0.501,0.854,79.853,Medium,Medium Energy
Peek a Boo,LooLoo Kids,children,36,0.682,0.726,0.832,99.988,Medium,High Energy
I Had a Little Turtle,HooplaKidz,children,47,0.922,0.422,0.445,117.999,Medium,Medium Energy
Chicken Dance,Dora The Explorer,children,46,0.587,0.957,0.963,108.453,Medium,High Energy
Bingo Dog Song Nursery Rhyme,ChuChu TV,children,34,0.796,0.71,0.816,100.96,Medium,High Energy
ABC - The Alphabet Song,Zouzounia,children,43,0.846,0.419,0.404,101.985,Medium,Medium Energy
Ring Around the Rosie,The Kiboomers,children,42,0.873,0.487,0.772,135.018,Medium,Medium Energy
"Rain, Rain Go Away",Bounce Patrol,children,42,0.893,0.665,0.904,113.977,Medium,High Energy
Shut Them Open,Pinkfong,children,44,0.905,0.511,0.97,108.089,Medium,Medium Energy
Chatha,WowKidz,children,21,0.953,0.448,0.658,100.044,Low,Medium Energy
Ek Madari Aaya,WowKidz,children,20,0.956,0.501,0.959,110.1,Low,Medium Energy
Chuhiya Rani,WowKidz,children,20,0.937,0.443,0.883,130.028,Low,Medium Energy
Chuk Chuk Rail Gaadi,WowKidz,children,21,0.957,0.703,0.431,109.969,Low,High Energy
Dinosaur Stomp,Mother Goose Club,children,56,0.904,0.425,0.891,102.447,Medium,Medium Energy
"Zoom, Zoom We're Going to the Moon",The Kiboomers,children,54,0.806,0.708,0.891,92.038,Medium,High Energy
Savage Love,Kidz Bop Kids,children,55,0.597,0.666,0.698,149.888,Medium,High Energy
Naanga Kaatukku Porom Wild Animals Song,ChuChu TV,children,21,0.889,0.501,0.766,99.89,Low,Medium Energy
Symphony,One Voice Children's Choir;Rob Landes,children,44,0.636,0.723,0.443,122.979,Medium,High Energy
Ghosts Go Marching,CoComelon,children,41,0.929,0.416,0.974,99.999,Medium,Medium Energy
The Train Song,Blippi,children,53,0.679,0.407,0.662,139.895,Medium,Medium Energy
Finger Family Song,Dreweeris Band,children,36,0.85,0.687,0.733,109.864,Medium,High Energy
Day Is Gone,Caspar Babypants,children,31,0.453,0.322,0.246,89.673,Low,Low Energy
Too Ra Loo,The Kiboomers,children,32,0.259,0.597,0.0512,91.139,Low,Medium Energy
Add a Little Fancy (Fancy Nancy Main Title),Fancy Nancy - Cast,children,52,0.553,0.71,0.769,169.5,Medium,High Energy
Bratitude,Bratz,children,31,0.751,0.778,0.776,131.99,Low,High Energy
"Cours, papa!",Caillou,children,31,0.647,0.417,0.807,201.051,Low,Medium Energy
These Are My Glasses,The Laurie Berkner Band,children,32,0.701,0.154,0.314,95.609,Low,Low Energy
No Vuelvas A Besarme,Tatiana,children,32,0.606,0.388,0.245,123.954,Low,Medium Energy
White Noise Calm and Quiet,The Wiggles,children,32,0.371,0.169,0.0389,119.842,Low,Low Energy
En avion,Caillou,children,31,0.647,0.285,0.577,183.803,Low,Low Energy
On s'en va à la plage,Caillou,children,31,0.861,0.574,0.927,108.923,Low,Medium Energy
In My Place,Sweet Little Band,children,32,0.517,0.275,0.181,143.951,Low,Low Energy
Pollito Chicken,Tatiana,children,32,0.689,0.584,0.91,102.07,Low,Medium Energy
Jingle Bells,Tatiana,children,32,0.751,0.87,0.783,104.493,Low,High Energy
La Sirenita,Cri-Cri,children,32,0.394,0.284,0.386,83.435,Low,Low Energy
Vals Del Rey - (Remasterizado),Cri-Cri,children,32,0.527,0.105,0.247,109.264,Low,Low Energy
Hoch in der Luft,Rolf Zuckowski;Sasha;Oonagh,children,31,0.819,0.272,0.887,118.133,Low,Low Energy
Oeps!,Kinderen voor Kinderen,children,31,0.71,0.752,0.457,114.073,Low,High Energy
SpongeBob SquarePants Theme Song,Spongebob Squarepants,children,47,0.674,0.844,0.742,120.213,Medium,High Energy
Monkey Banana,Pinkfong,children,49,0.819,0.654,0.639,115.028,Medium,Medium Energy
Mr. Golden Sun,Super Simple Songs,children,56,0.775,0.337,0.645,121.888,Medium,Medium Energy
Phonics Song 2,Kids TV 123,children,47,0.784,0.203,0.692,126.993,Medium,Low Energy
Ambulance Song,Blippi,children,52,0.702,0.67,0.88,135.006,Medium,High Energy
Into The Thick Of It!,The Backyardigans,children,48,0.703,0.0828,0.57,125.879,Medium,Low Energy
Old Mother Hubbard,The Kiboomers,children,40,0.912,0.467,0.962,90.049,Medium,Medium Energy
Chanda Maama,WowKidz,children,20,0.904,0.484,0.57,89.974,Low,Medium Energy
Old MacDonald Had a Farm,Zouzounia,children,43,0.707,0.629,0.838,172.101,Medium,Medium Energy
Frère Jacques,Play School,children,48,0.638,0.179,0.375,89.874,Medium,Low Energy
Police Car,Pinkfong,children,44,0.675,0.853,0.938,144.978,Medium,High Energy
The Party Freeze Song,The Kiboomers,children,53,0.78,0.916,0.481,128.026,Medium,High Energy
Abc Song (Dance Version),Mother Goose Club,children,30,0.835,0.493,0.483,119.995,Low,Medium Energy
Going on a Mission,"""Puppy Dog Pals"" Cast",children,55,0.629,0.776,0.957,93.937,Medium,High Energy
Happy Birthday,The Kiboomers,children,38,0.906,0.441,0.952,112.936,Medium,Medium Energy
If You Are Happy and You Know It (Clap Your Hands),Little Boo & Friends,children,35,0.783,0.456,0.758,132.072,Medium,Medium Energy
I'm a Little Teapot,Pinkfong,children,47,0.956,0.591,0.851,116.022,Medium,Medium Energy
Jack and Jill Went up the Hill,Belle and the Nursery Rhymes Band,children,37,0.78,0.227,0.406,75.011,Medium,Low Energy
Who Took The Cookie?,Super Simple Songs,children,56,0.966,0.336,0.803,120.112,Medium,Medium Energy
The Penguin Dance,Pinkfong,children,53,0.947,0.959,0.867,130.019,Medium,High Energy
The Truck Song,CoComelon,children,41,0.786,0.464,0.97,200.083,Medium,Medium Energy
The Wheels on the Bus,Wheels on the Bus,children,52,0.807,0.189,0.645,84.763,Medium,Low Energy
Links und rechts,Rolf Zuckowski,children,31,0.915,0.527,0.967,117.133,Low,Medium Energy
Mr. Sun,Mother Goose Club,children,56,0.756,0.587,0.893,89.018,Medium,Medium Energy
White Noise Quiet Slumber,The Wiggles,children,31,0.387,0.166,0.0386,120.014,Low,Low Energy
The Wheels On The Bus,Super Simple Songs,children,57,0.767,0.424,0.632,169.916,Medium,Medium Energy
Meet The Wiggles,The Wiggles,children,31,0.637,0.853,0.959,144.118,Low,High Energy
White Noise Sweet Dreams,The Wiggles,children,31,0.384,0.164,0.0341,119.881,Low,Low Energy
White Noise Peaceful Piano,The Wiggles,children,31,0.403,0.156,0.0397,120.004,Low,Low Energy
"Twinkle, Twinkle, Little Star",Mother Goose Club,children,31,0.677,0.224,0.371,110.077,Low,Low Energy
I Can Sing a Rainbow,Don Spencer,children,31,0.509,0.166,0.657,130.217,Low,Low Energy
"Scooby Doo, Where Are You?",Kidz Bop Kids,children,31,0.49,0.895,0.943,125.14,Low,High Energy
Itsy Bitsy Spider,Toddler Tunes,children,57,0.901,0.526,0.706,109.946,Medium,Medium Energy
I Like to Eat Apples and Bananas,The Montreal Children's Workshop,children,50,0.555,0.517,0.699,151.813,Medium,Medium Energy
Galleries of Pink Galahs,John Williamson,children,32,0.72,0.12,0.382,112.386,Low,Low Energy
Pop Goes the Weasel,ABC Kids,children,31,0.946,0.368,0.965,109.966,Low,Medium Energy
Wags the Dog,The Wiggles,children,30,0.514,0.863,0.931,189.534,Low,High Energy
La chanson des chiffres,Caillou,children,31,0.882,0.496,0.979,104.483,Low,Medium Energy
Emma's Bow Minuet,The Wiggles,children,31,0.543,0.428,0.584,105.501,Low,Medium Energy
Plastic Soep,Kinderen voor Kinderen,children,30,0.78,0.753,0.647,124.002,Low,High Energy
Ein Vogel wollte Hochzeit machen,Rolf Zuckowski;Sasha;Oonagh;Benedikt Geiger,children,31,0.652,0.208,0.632,94.74,Low,Low Energy
I'll Be There,Sweet Little Band,children,31,0.632,0.207,0.138,89.959,Low,Low Energy
